id, name, value
49447,ZFOs,49446.59
49448,lVEY,49447.6
49449,xcrJ,49448.48
49450,BmXj,49449.48
49451,segr,49450.96
49452,oBJK,49451.06
49453,RAdt,49452.86
49454,Jdjh,49453.23
49455,EoSm,49454.98
49456,MveA,49455.38
49457,LgCm,49456.57
49458,MpUQ,49457.76
49459,OxGu,49458.36
49460,qGKx,49459.91
49461,zzGP,49460.11
49462,aDnU,49461.27
49463,fTkJ,49462.38
49464,EnXG,49463.33
49465,WUvC,49464.07
49466,zuii,49465.32
49467,dTOt,49466.58
49468,hJfo,49467.73
49469,gyLa,49468.79
49470,nyPz,49469.13
49471,BVYS,49470.76
49472,lnYh,49471.71
49473,VXbY,49472.65
49474,Hxft,49473.81
49475,bKYd,49474.05
49476,MjHZ,49475.01
49477,dPuT,49476.68
49478,Bnrs,49477.55
49479,iJiP,49478.29
49480,sjnK,49479.46
49481,knur,49480.31
49482,rTSs,49481.3
49483,xpJJ,49482.26
49484,uOtV,49483.8
49485,CTHv,49484.47
49486,ZiIw,49485.95
49487,JafU,49486.39
49488,Foll,49487.93
49489,CNSe,49488.61
49490,NffC,49489.38
49491,bKFG,49490.38
49492,vtnb,49491.66
49493,nKUq,49492.2
49494,pjFA,49493.78
49495,kIsd,49494.15
49496,iHVF,49495.23
49497,BlWo,49496.88
49498,gHyQ,49497.96
49499,aKae,49498.31
49500,bMMo,49499.73
49501,yhou,49500.44
49502,iQDP,49501.25
49503,EPif,49502.95
49504,IcYy,49503.63
49505,feHk,49504.0
49506,ibvY,49505.01
49507,yqhh,49506.83
49508,QlFT,49507.67
49509,JFGc,49508.97
49510,hxFk,49509.51
49511,OElF,49510.43
49512,ctLq,49511.85
49513,IQoA,49512.06
49514,afdi,49513.22
49515,IHqA,49514.7
49516,SNNV,49515.02
49517,nKSd,49516.1
49518,WxDO,49517.86
49519,eOcN,49518.9
49520,qzYc,49519.41
49521,ViBh,49520.52
49522,Hajs,49521.06
49523,QvXA,49522.88
49524,QUfB,49523.59
49525,jnPG,49524.77
49526,KGnK,49525.94
49527,vdKJ,49526.39
49528,HXTl,49527.23
49529,lqni,49528.92
49530,SCbp,49529.98
49531,rYue,49530.6
49532,lEVb,49531.69
49533,Aars,49532.72
49534,POvP,49533.98
49535,XuNb,49534.49
49536,OOqJ,49535.16
49537,Suqw,49536.72
49538,uFmZ,49537.22
49539,AUFw,49538.06
49540,JJyI,49539.46
49541,mXMq,49540.4
49542,EYvR,49541.87
49543,inSk,49542.92
49544,BSHM,49543.68
49545,ZZAo,49544.69
49546,REJG,49545.27
49547,czDX,49546.77
49548,qzKY,49547.87
49549,Cdjr,49548.08
49550,pijb,49549.62
49551,NXyY,49550.19
49552,GZue,49551.39
49553,QJAB,49552.85
49554,BWFq,49553.71
49555,EJyB,49554.2
49556,hLVp,49555.59
49557,NMdT,49556.4
49558,eUfK,49557.78
49559,JAuH,49558.57
49560,QaQh,49559.27
49561,hCim,49560.32
49562,YAwi,49561.16
49563,pyFN,49562.59
49564,TLWz,49563.98
49565,Gxbb,49564.29
49566,iwyo,49565.13
49567,cDwp,49566.68
49568,GjIK,49567.75
49569,kJbF,49568.91
49570,SAIV,49569.51
49571,ZAfh,49570.55
49572,hrLy,49571.24
49573,ueKj,49572.49
49574,UQHx,49573.82
49575,nbKd,49574.68
49576,pwcY,49575.24
49577,eHIM,49576.99
49578,zsdT,49577.19
49579,fjTi,49578.08
49580,QJQx,49579.17
49581,fGbE,49580.52
49582,fUqg,49581.71
49583,hdNm,49582.83
49584,ZCqH,49583.76
49585,CwiM,49584.66
49586,KDWv,49585.81
49587,JFtX,49586.45
49588,Vikj,49587.61
49589,SCpm,49588.02
49590,hxTz,49589.67
49591,shgU,49590.21
49592,RpHt,49591.4
49593,fyVq,49592.44
49594,nkYZ,49593.01
49595,YPKc,49594.54
49596,EspD,49595.87
49597,TPig,49596.25
49598,RbmN,49597.26
49599,WYkD,49598.56
49600,NTKp,49599.73
49601,IxHE,49600.74
49602,oolX,49601.6
49603,Yyih,49602.29
49604,VKIL,49603.58
49605,RIFk,49604.1
49606,Pjrl,49605.63
49607,Znsq,49606.75
49608,bKrL,49607.3
49609,avEH,49608.32
49610,cFsK,49609.35
49611,xJPo,49610.35
49612,LoQM,49611.04
49613,xLbh,49612.78
49614,DZos,49613.83
49615,VymS,49614.73
49616,Dzuq,49615.06
49617,nFAc,49616.89
49618,qzSk,49617.47
49619,mRgI,49618.81
49620,cvBc,49619.12
49621,Vusn,49620.61
49622,GUMD,49621.04
49623,RcMh,49622.71
49624,RWEn,49624.0
49625,kuEM,49624.86
49626,QehP,49625.31
49627,ytTq,49626.31
49628,GrsH,49627.59
49629,Rksm,49628.17
49630,SrMn,49629.01
49631,xIPN,49630.68
49632,jgIS,49631.52
49633,RyCl,49632.77
49634,SOBg,49633.2
49635,tuKD,49634.43
49636,tTFv,49635.26
49637,HNBv,49636.23
49638,CBOE,49637.28
49639,JMnb,49638.41
49640,PGUC,49639.01
49641,AdwC,49640.65
49642,KPrM,49641.16
49643,DwPs,49642.96
49644,Haeu,49643.77
49645,qrqa,49644.56
49646,Ksob,49645.82
49647,ojRq,49646.84
49648,tubV,49647.94
49649,bojj,49648.06
49650,iaag,49649.63
49651,kUXm,49650.3
49652,AQsO,49651.7
49653,sHtc,49652.23
49654,LQnG,49653.49
49655,MdDe,49654.88
49656,GHrJ,49655.85
49657,HnyH,49656.74
49658,PGaq,49657.33
49659,woJg,49658.98
49660,CZPE,49659.06
49661,BCRH,49660.8
49662,qIHI,49661.66
49663,KCzd,49662.52
49664,rEWk,49663.05
49665,Twgq,49664.2
49666,VUkQ,49665.67
49667,UTWr,49666.62
49668,bEXJ,49667.89
49669,QmmI,49668.8
49670,GLIO,49669.17
49671,exNr,49670.94
49672,ovpR,49671.91
49673,wuTW,49672.92
49674,lQke,49673.42
49675,aBeM,49674.41
49676,adYd,49675.78
49677,AFYv,49676.68
49678,HsKM,49677.65
49679,TfkM,49678.11
49680,uFpV,49679.22
49681,PsJS,49680.04
49682,AKVT,49681.73
49683,lZCY,49682.35
49684,oVkm,49683.72
49685,arjy,49684.24
49686,GsTO,49685.21
49687,GUcv,49686.61
49688,pUsw,49687.91
49689,xQCK,49688.0
49690,iRul,49689.96
49691,klap,49690.19
49692,GqwQ,49691.77
49693,UuGU,49692.56
49694,tpWv,49693.07
49695,lAMq,49694.64
49696,iQKL,49695.42
49697,HPDQ,49696.02
49698,BZoS,49697.67
49699,AZWk,49698.99
49700,dDGv,49699.81
49701,KLLN,49700.7
49702,HRnu,49701.9
49703,msiW,49702.5
49704,CuUe,49703.58
49705,phsM,49704.62
49706,TJRf,49705.61
49707,QhZs,49706.38
49708,xHOP,49707.51
49709,uftT,49708.8
49710,xwbu,49709.48
49711,bzRj,49710.36
49712,AkTw,49711.63
49713,fozq,49712.33
49714,lTgJ,49713.47
49715,aUyA,49714.81
49716,wqOn,49715.53
49717,uwkw,49716.06
49718,dXRp,49717.9
49719,frNC,49718.34
49720,FGoV,49719.64
49721,pbTl,49720.59
49722,uFPS,49721.22
49723,fber,49722.13
49724,XFJv,49723.77
49725,SQvf,49724.45
49726,KCih,49725.74
49727,eXlI,49727.0
49728,dXQq,49727.3
49729,EVzC,49728.01
49730,DNZy,49729.12
49731,jXhH,49730.4
49732,RMJD,49731.3
49733,wsAm,49732.95
49734,Vqeb,49733.57
49735,hjmU,49734.38
49736,yIjB,49735.34
49737,XOjQ,49736.25
49738,ryym,49737.38
49739,HBrh,49738.88
49740,LZSK,49739.58
49741,Vrzp,49740.69
49742,sVTN,49741.86
49743,lIFE,49742.91
49744,TRzK,49743.83
49745,ZFRP,49744.08
49746,nqOm,49745.43
49747,HWZy,49746.36
49748,GUTx,49747.65
49749,LaaH,49748.53
49750,ygUJ,49749.75
49751,FHvl,49750.79
49752,piqR,49751.8
49753,XaKD,49752.31
49754,aanl,49753.57
49755,DLGg,49754.99
49756,Jswu,49755.93
49757,Ybyb,49756.86
49758,jZiF,49757.57
49759,DyWm,49758.05
49760,jArz,49759.14
49761,Ucdp,49760.92
49762,fWnc,49761.93
49763,pioV,49762.7
49764,PuXb,49763.29
49765,xNrj,49764.15
49766,mQgF,49765.95
49767,FtIA,49766.8
49768,ZnPr,49767.59
49769,hiCb,49768.78
49770,OZRa,49769.72
49771,bSik,49770.9
49772,FVqv,49771.75
49773,pUGd,49772.07
49774,VIcF,49773.42
49775,YKbj,49774.84
49776,xoOe,49775.06
49777,jFgG,49776.57
49778,aodY,49777.27
49779,FInh,49778.08
49780,HpPg,49779.57
49781,Zfgs,49780.58
49782,UPrK,49781.2
49783,fujy,49782.96
49784,XlfN,49783.68
49785,GMwl,49784.32
49786,pbbK,49785.36
49787,oydb,49786.94
49788,FPki,49787.65
49789,UCup,49788.56
49790,EIzm,49789.86
49791,HggI,49790.22
49792,hdPr,49791.53
49793,WhJM,49792.0
49794,oWZC,49793.33
49795,qntX,49794.88
49796,gHrz,49795.67
49797,tWIc,49796.39
49798,aDjZ,49797.09
49799,onpt,49798.41
49800,bUiP,49799.46
49801,bghI,49800.06
49802,MVwk,49801.47
49803,HBTg,49802.41
49804,ADHz,49803.98
49805,ymSV,49804.73
49806,plhp,49805.92
49807,pvNA,49806.22
49808,suSF,49807.87
49809,cKVU,49808.89
49810,XEro,49809.17
49811,HlDa,49810.53
49812,KMXY,49811.11
49813,ZHax,49812.21
49814,Igvi,49813.46
49815,lqvM,49814.59
49816,MzSv,49815.77
49817,GxOl,49816.18
49818,lqmi,49817.77
49819,DMhv,49818.29
49820,sYuJ,49819.83
49821,arrY,49820.32
49822,wwud,49821.71
49823,iGPJ,49822.37
49824,DPsi,49823.16
49825,cchD,49824.67
49826,hwMv,49825.44
49827,qLPd,49826.46
49828,NXUy,49827.85
49829,Xkso,49828.95
49830,dqjf,49829.99
49831,ViFo,49830.83
49832,SCCd,49831.85
49833,SVwN,49832.08
49834,aMQh,49833.47
49835,unrT,49835.0
49836,ZTOo,49835.97
49837,mbKt,49836.46
49838,zxbv,49837.41
49839,ousv,49838.97
49840,NsgQ,49839.44
49841,iVlG,49840.34
49842,NRHh,49841.34
49843,hIDq,49842.6
49844,DxsN,49843.89
49845,IllS,49844.22
49846,LMXU,49845.46
49847,lcNN,49846.82
49848,TYXM,49847.72
49849,uUxg,49848.54
49850,pFfZ,49849.74
49851,gppX,49850.04
49852,ntnd,49851.96
49853,boIh,49852.15
49854,dgUz,49853.71
49855,YUCZ,49854.19
49856,DwmU,49855.11
49857,zcKV,49856.91
49858,SNMq,49857.34
49859,yMrw,49858.99
49860,eJlj,49859.12
49861,yUQT,49860.87
49862,KTSo,49861.04
49863,XKHF,49862.61
49864,fXCS,49863.45
49865,vjHg,49864.64
49866,lSOR,49865.41
49867,dWsr,49866.0
49868,YxFp,49867.04
49869,TKoM,49868.89
49870,yCjX,49869.89
49871,rTTa,49870.79
49872,Xamr,49871.06
49873,yvLA,49872.03
49874,guzQ,49873.93
49875,nmlb,49874.16
49876,xYdt,49875.96
49877,sqoP,49876.49
49878,rIlP,49877.49
49879,rORw,49878.54
49880,uSui,49879.56
49881,yFyL,49880.41
49882,VwOj,49881.06
49883,psRj,49882.67
49884,LQQE,49883.04
49885,JmCa,49884.16
49886,AzYe,49885.98
49887,ciuC,49886.57
49888,njDy,49887.05
49889,ACyq,49888.69
49890,mJsP,49889.82
49891,xnjb,49890.37
49892,rPzw,49891.62
49893,IuGY,49892.3
49894,cvjP,49893.02
49895,KRlX,49894.44
49896,iZCq,49895.63
49897,Ouxq,49896.81
49898,TNcF,49897.25
49899,QSLM,49898.19
49900,OMYa,49899.93
49901,vjbe,49900.09
49902,jbAb,49901.17
49903,eAaL,49902.35
49904,bkTW,49903.03
49905,rccC,49904.2
49906,loHE,49905.46
49907,hQiq,49906.57
49908,IBZT,49907.38
49909,wRUR,49908.5
49910,dNQM,49909.35
49911,qPDc,49910.93
49912,uNZK,49911.92
49913,wqir,49912.21
49914,LeGf,49913.16
49915,vbMK,49914.53
49916,gTFj,49915.15
49917,fFOG,49916.55
49918,yRls,49917.25
49919,QlQT,49918.36
49920,GHrQ,49919.3
49921,KcWy,49920.53
49922,jlcH,49921.43
49923,CkhE,49922.2
49924,MnKj,49923.11
49925,pFAU,49924.26
49926,JJnb,49925.97
49927,NjCO,49926.06
49928,YYzT,49927.62
49929,CQtr,49928.78
49930,XxyC,49929.93
49931,TSBr,49930.61
49932,kSGh,49931.38
49933,ldSp,49932.88
49934,doyv,49933.49
49935,bqVL,49934.81
49936,RjTK,49935.91
49937,lfZF,49936.64
49938,CVhG,49937.3
49939,SPZU,49938.43
49940,jbLb,49939.5
49941,AWco,49940.26
49942,kWcj,49941.8
49943,pdVG,49942.68
49944,wuee,49943.96
49945,nkUI,49944.04
49946,PzcS,49945.21
49947,cfMh,49947.0
49948,FgCA,49947.78
49949,bsKf,49948.26
49950,ErwB,49949.05
49951,fvQW,49950.43
49952,tkCd,49951.85
49953,wITm,49952.91
49954,iGEA,49953.42
49955,uCHB,49954.67
49956,AYdb,49955.13
49957,LXWa,49956.75
49958,iCcw,49957.6
49959,nQDe,49958.34
49960,GxfX,49959.82
49961,JmER,49960.6
49962,qdSi,49961.07
49963,TMvX,49962.46
49964,Pfav,49963.65
49965,UvDi,49964.05
49966,pOfz,49965.63
49967,gsGW,49966.01
49968,eVOV,49967.59
49969,mEtE,49968.29
49970,RJBB,49969.85
49971,BsWl,49970.25
49972,GxJh,49971.39
49973,hBaF,49972.1
49974,ADLj,49973.69
49975,EoWZ,49974.61
49976,yroi,49975.6
49977,Mwrx,49976.33
49978,rRQN,49977.38
49979,UlKe,49978.83
49980,YeAl,49979.59
49981,idoj,49980.45
49982,zsDn,49981.48
49983,KuBH,49982.12
49984,FkpI,49983.15
49985,cIbo,49984.16
49986,HKps,49985.31
49987,VMZx,49986.06
49988,rLlM,49987.1
49989,wDix,49988.76
49990,fFEI,49989.59
49991,IrFv,49990.67
49992,OYda,49991.71
49993,Mabz,49992.49
49994,dkyo,49993.95
49995,Bnyo,49994.46
49996,QLmq,49995.73
49997,qAyn,49996.92
49998,GQTs,49997.32
49999,pRbO,49998.7
50000,PlrG,49999.35
50001,lziM,50000.42
50002,Ldoz,50001.81
50003,JWEh,50002.14
50004,bDVH,50003.22
50005,lPeU,50004.06
50006,PaXg,50005.13
50007,uGdH,50006.44
50008,Reks,50007.51
50009,ZLwN,50008.62
50010,kWxS,50009.47
50011,vfbJ,50010.22
50012,pTRV,50011.86
50013,yDMt,50012.89
50014,PtiA,50013.55
50015,KcZn,50014.45
50016,QxQM,50015.79
50017,DkDH,50016.28
50018,ZxZx,50017.11
50019,SuXK,50018.29
50020,xgOD,50019.16
50021,rboK,50020.9
50022,yJUj,50021.77
50023,ybMP,50022.73
50024,csth,50023.26
50025,yKxW,50024.18
50026,EyxY,50025.81
50027,cRfS,50026.92
50028,azHd,50027.13
50029,NTdG,50028.49
50030,gLii,50029.24
50031,BFAL,50030.02
50032,JKGo,50031.93
50033,NXVN,50032.68
50034,NrSC,50033.97
50035,raBL,50034.21
50036,ILyI,50035.94
50037,Wuoc,50036.25
50038,jyUz,50037.25
50039,qJjD,50038.12
50040,xpqX,50039.48
50041,uixY,50040.13
50042,vHNd,50041.74
50043,bQZE,50042.25
50044,iBKV,50043.33
50045,YoLK,50044.62
50046,RyUY,50045.93
50047,inpP,50046.67
50048,InXc,50047.73
50049,oJIQ,50048.48
50050,bGPh,50049.36
50051,qbNc,50050.78
50052,nHCv,50051.59
50053,aqAY,50052.79
50054,eWNg,50053.44
50055,ihiV,50054.88
50056,mQpq,50055.13
50057,spkB,50056.48
50058,NigJ,50057.31
50059,fmzJ,50058.01
50060,Qckb,50059.22
50061,wAQR,50060.24
50062,EtiX,50061.47
50063,JNAb,50062.24
50064,uudu,50063.46
50065,Ybzi,50064.08
50066,NjSA,50066.0
50067,gNWg,50066.26
50068,knrm,50067.51
50069,SXcV,50068.73
50070,rwzz,50069.39
50071,DViY,50070.46
50072,JllY,50071.42
50073,gbfw,50072.16
50074,WIMn,50073.77
50075,EeVY,50074.78
50076,XEyp,50075.94
50077,qqRv,50076.25
50078,BKnm,50077.28
50079,HyAP,50078.48
50080,pHqw,50079.2
50081,Kypg,50080.88
50082,bOUj,50081.65
50083,pKML,50082.23
50084,SjKE,50083.4
50085,IVni,50084.5
50086,XvDt,50085.39
50087,GtCP,50086.18
50088,aKVb,50087.76
50089,QGlF,50088.0
50090,XDAA,50089.15
50091,SqcM,50090.41
50092,buYJ,50091.36
50093,Bdvv,50092.34
50094,ODJv,50093.65
50095,kMQn,50094.31
50096,ufMx,50095.01
50097,VjGR,50096.86
50098,Uyhh,50097.51
50099,DaLX,50098.49
50100,BYnU,50099.54
50101,yYML,50100.55
50102,PkSu,50101.45
50103,bxzy,50102.13
50104,AxMw,50103.08
50105,leTB,50104.46
50106,fmVx,50105.34
50107,tHRd,50106.01
50108,cucR,50107.22
50109,UWwR,50108.28
50110,SgNU,50109.62
50111,zOak,50110.61
50112,BCzp,50111.27
50113,rUbp,50112.17
50114,ljyg,50113.13
50115,xbOz,50114.56
50116,vZYb,50115.55
50117,LAMc,50116.29
50118,jszW,50117.54
50119,YNEz,50118.89
50120,GPgB,50119.29
50121,negu,50120.4
50122,VUAw,50121.24
50123,sZjp,50122.65
50124,jorH,50123.95
50125,TGVY,50124.9
50126,jtPt,50125.58
50127,RAzH,50126.09
50128,GRkX,50127.2
50129,yZFA,50128.46
50130,juth,50129.79
50131,PHSV,50130.64
50132,HJtM,50131.2
50133,ZXDA,50132.99
50134,mIRy,50133.63
50135,AAhO,50134.53
50136,GrVr,50135.86
50137,From,50136.5
50138,Tulg,50137.3
50139,MQIj,50138.32
50140,eSoA,50139.49
50141,tXUX,50140.05
50142,Cixo,50141.64
50143,yDEP,50142.24
50144,TDZq,50143.18
50145,DOnK,50144.46
50146,hVnY,50145.64
50147,hRbZ,50146.57
50148,NZDC,50147.42
50149,vKKZ,50148.34
50150,EVVk,50149.93
50151,ebtW,50150.04
50152,jkMB,50151.13
50153,NdRC,50152.21
50154,xVtj,50153.98
50155,JVYP,50154.88
50156,oqcC,50155.89
50157,lTEy,50156.91
50158,bMDJ,50157.54
50159,wMLc,50158.06
50160,jppt,50159.76
50161,cvSB,50160.68
50162,vsxk,50161.61
50163,GtqU,50162.92
50164,cYDI,50163.79
50165,ratA,50164.41
50166,yNcn,50165.7
50167,ikZw,50166.17
50168,JlUn,50167.9
50169,pfba,50168.0
50170,jqiS,50169.09
50171,jcau,50170.89
50172,lhIi,50171.2
50173,STeC,50172.93
50174,DLnP,50173.76
50175,jWVw,50174.29
50176,cOXZ,50175.11
50177,wXWd,50176.9
50178,omhD,50177.91
50179,cwnH,50178.02
50180,qBVc,50179.85
50181,OZUu,50180.21
50182,Kqkg,50181.47
50183,AwlS,50182.07
50184,bsmv,50183.63
50185,whUD,50184.72
50186,gnss,50185.86
50187,LyjF,50186.75
50188,mseL,50187.82
50189,DaHv,50188.84
50190,gCTC,50189.56
50191,sPFW,50190.49
50192,GOXR,50191.25
50193,fOim,50192.31
50194,TmKh,50193.2
50195,ZxDR,50194.98
50196,OLKG,50195.91
50197,FsRj,50196.53
50198,SSAd,50197.8
50199,lknq,50198.57
50200,oXaX,50199.65
50201,CnTo,50200.84
50202,EiEe,50201.02
50203,DRQO,50202.44
50204,ongN,50203.02
50205,ALbV,50204.59
50206,WxmX,50205.99
50207,jkPw,50206.33
50208,Zxyx,50207.1
50209,JZya,50208.8
50210,ssIv,50209.38
50211,dMrS,50210.83
50212,qUTo,50211.07
50213,oMFP,50212.51
50214,OCHr,50213.94
50215,qasO,50214.91
50216,jFjR,50215.01
50217,QdgI,50216.95
50218,iPgD,50217.77
50219,kYuq,50218.64
50220,XeXY,50219.39
50221,HkgS,50220.32
50222,yUBM,50221.4
50223,FfXH,50222.55
50224,MFhi,50223.99
50225,dRXy,50224.0
50226,Komz,50225.81
50227,GqxC,50226.47
50228,ReVx,50227.5
50229,HjnX,50228.71
50230,zUXO,50229.25
50231,qYUz,50230.18
50232,hTqI,50231.44
50233,kKat,50232.13
50234,FIbK,50233.98
50235,oZEt,50234.7
50236,Yzok,50235.25
50237,OLAL,50236.98
50238,EoeC,50237.64
50239,fwVG,50238.55
50240,jlxe,50239.81
50241,UZZI,50240.33
50242,Plpk,50241.68
50243,eOKp,50242.9
50244,gdbt,50243.6
50245,imEO,50244.19
50246,OKaL,50245.99
50247,wGZl,50246.87
50248,yujw,50247.14
50249,EXtS,50248.37
50250,yoEK,50249.4
50251,gHfW,50250.26
50252,wvmo,50251.81
50253,KoYN,50252.75
50254,rEiT,50253.98
50255,bANZ,50254.2
50256,woDu,50255.93
50257,wYbw,50256.52
50258,PvYU,50257.77
50259,fGcK,50258.15
50260,sVpN,50259.98
50261,uHaq,50260.33
50262,RFQy,50261.36
50263,KxwR,50262.22
50264,kFOu,50263.06
50265,IAuJ,50264.7
50266,VTFh,50265.79
50267,GsKQ,50266.58
50268,RROg,50267.72
50269,DkNA,50268.32
50270,fFRg,50269.84
50271,pGiY,50270.96
50272,vqgO,50271.52
50273,lVPt,50272.77
50274,cQeH,50273.06
50275,mrwj,50274.56
50276,IaFV,50275.61
50277,unkk,50276.96
50278,YduD,50277.63
50279,SIqQ,50279.0
50280,EDww,50279.61
50281,Xxdc,50280.21
50282,viga,50281.12
50283,mskx,50282.84
50284,DudL,50283.16
50285,kHsF,50284.6
50286,miIb,50285.84
50287,UolH,50286.56
50288,vvfh,50287.94
50289,hMXj,50288.29
50290,KiLB,50289.24
50291,vCKl,50290.73
50292,NCMS,50291.6
50293,UygQ,50292.13
50294,MNLr,50293.4
50295,tmLP,50294.27
50296,aXFQ,50295.61
50297,KUlb,50296.25
50298,dmeD,50297.04
50299,WnAW,50298.31
50300,wAKs,50299.35
50301,AOin,50300.54
50302,fxGp,50301.08
50303,zdfu,50302.49
50304,qXZG,50303.95
50305,ITPO,50304.67
50306,yeHp,50305.78
50307,EwrQ,50306.67
50308,XaPA,50307.65
50309,SGlk,50308.93
50310,TNMt,50309.84
50311,VWlF,50310.5
50312,nVty,50311.97
50313,qtVW,50312.22
50314,PQSL,50313.63
50315,XkrQ,50314.24
50316,wgHp,50315.98
50317,Yxmc,50316.57
50318,CnJv,50317.39
50319,bbCf,50318.61
50320,ghMT,50319.11
50321,RViY,50320.35
50322,UMVg,50321.36
50323,RRab,50322.3
50324,rBPJ,50323.34
50325,heNh,50324.69
50326,jzja,50325.42
50327,YNbQ,50326.57
50328,OtBC,50327.28
50329,cFbD,50328.94
50330,bkrV,50329.78
50331,tjlt,50330.42
50332,wLnL,50331.61
50333,RGaS,50332.22
50334,nbPN,50333.46
50335,YCeA,50334.7
50336,jhDq,50335.73
50337,xCbh,50336.74
50338,XUQt,50337.23
50339,ZNSC,50338.28
50340,yMyX,50339.01
50341,JKib,50340.25
50342,ohlN,50341.2
50343,Ozhy,50342.38
50344,yfcr,50343.89
50345,NrBw,50345.0
50346,YkfV,50345.29
50347,tYlN,50346.28
50348,DuTi,50347.05
50349,kNZK,50348.86
50350,cdCq,50349.64
50351,cglE,50350.83
50352,bJjj,50351.2
50353,KlQE,50352.25
50354,cRnS,50353.67
50355,jwGG,50354.67
50356,XkcC,50355.46
50357,GOBk,50356.23
50358,JEop,50357.2
50359,offP,50358.32
50360,kHTF,50359.72
50361,gwgk,50360.54
50362,zozO,50361.95
50363,ckgf,50362.21
50364,fmve,50363.52
50365,rwAw,50364.23
50366,KqRV,50365.68
50367,EXcF,50366.12
50368,YGXZ,50367.93
50369,DOXP,50368.48
50370,naIt,50369.69
50371,QPGT,50370.42
50372,SKAE,50371.87
50373,EwPA,50372.02
50374,NmfR,50373.05
50375,irXy,50374.45
50376,GTiR,50375.79
50377,shXq,50376.15
50378,GNJG,50377.47
50379,pHIG,50378.57
50380,pAZd,50379.19
50381,RhLL,50380.78
50382,FMWm,50381.7
50383,SmVu,50382.24
50384,Jtwl,50383.45
50385,ahcs,50384.34
50386,Hvme,50385.51
50387,IDhc,50386.77
50388,LhwR,50387.48
50389,zIzA,50388.7
50390,nkqe,50389.42
50391,LKXJ,50390.76
50392,ivON,50391.43
50393,cvWX,50392.56
50394,RVgc,50393.42
50395,nGYj,50394.73
50396,octz,50395.02
50397,qJVV,50396.32
50398,bKdI,50397.39
50399,ksKF,50398.4
50400,Hzoi,50399.3
50401,BNxf,50400.1
50402,JAyx,50401.86
50403,zjse,50402.86
50404,jcae,50403.85
50405,fRQZ,50404.55
50406,EWwy,50405.1
50407,WFZO,50406.2
50408,phDC,50407.63
50409,sULp,50408.21
50410,IUDx,50409.72
50411,hibv,50410.21
50412,oIoL,50411.95
50413,QKaT,50412.46
50414,WUKI,50413.45
50415,UvSr,50414.51
50416,KIMd,50415.08
50417,uGTu,50416.86
50418,NEob,50417.61
50419,nBqZ,50418.88
50420,pMTO,50419.98
50421,DZbi,50420.76
50422,UmSy,50421.33
50423,jpCT,50422.61
50424,yRQt,50423.96
50425,aatH,50424.52
50426,caAv,50425.38
50427,Xozk,50426.63
50428,bTzr,50427.15
50429,pxLL,50428.66
50430,cWNk,50429.52
50431,HOwi,50430.82
50432,QXeq,50431.61
50433,gpjv,50432.73
50434,TQDn,50433.36
50435,aRGp,50434.46
50436,SoRx,50435.42
50437,IkJH,50436.06
50438,wOAJ,50437.32
50439,cRcJ,50438.11
50440,Vpze,50439.96
50441,BVqo,50440.03
50442,Bprf,50441.65
50443,aaZF,50442.54
50444,kwGv,50443.04
50445,MrTB,50444.35
50446,ERTp,50445.21
50447,Iymp,50446.58
50448,kYrW,50447.43
50449,JMzb,50448.3
50450,iRhk,50449.91
50451,lDEB,50450.03
50452,ZjhK,50451.75
50453,chde,50452.45
50454,LWiu,50453.62
50455,kFBW,50454.8
50456,rYkq,50455.68
50457,cGig,50456.62
50458,Napr,50457.48
50459,rtWy,50458.84
50460,FrtQ,50459.38
50461,ISyP,50460.01
50462,UjaL,50461.86
50463,rnZM,50462.12
50464,mhgs,50463.5
50465,VNSg,50464.55
50466,SGGd,50465.78
50467,NCtn,50466.66
50468,HYZK,50467.3
50469,kgPa,50468.66
50470,cAnk,50469.02
50471,QaFh,50470.57
50472,zFqX,50471.57
50473,APuY,50472.24
50474,iNvl,50473.35
50475,offg,50474.64
50476,XsCq,50475.31
50477,kgIN,50476.18
50478,Tbje,50477.46
50479,EYcp,50478.98
50480,Ikwf,50479.19
50481,ZRKJ,50480.1
50482,CpQT,50481.11
50483,Wrbj,50482.92
50484,INuV,50483.49
50485,Bgst,50484.01
50486,FKgU,50485.94
50487,sLwD,50486.08
50488,UAKX,50487.35
50489,rTUH,50488.2
50490,Ynbv,50489.12
50491,ClWV,50490.01
50492,MZcU,50491.58
50493,tvPl,50492.24
50494,eCjv,50493.09
50495,GtrM,50494.75
50496,Zlyr,50495.02
50497,rLvi,50496.35
50498,cNyX,50497.2
50499,uplt,50498.79
50500,yCeM,50499.04
50501,akZK,50500.79
50502,JbNl,50501.07
50503,ZPnU,50502.74
50504,XNtp,50504.0
50505,HXRH,50504.98
50506,EGlU,50505.44
50507,nIhj,50506.62
50508,fkyp,50507.15
50509,JRjP,50508.64
50510,SfQJ,50509.05
50511,ijHI,50510.86
50512,JuQp,50511.64
50513,VUGH,50512.12
50514,sUly,50513.2
50515,ajxE,50514.46
50516,dHPL,50515.01
50517,AaXK,50516.87
50518,bLCQ,50517.94
50519,UHrU,50518.36
50520,cvVI,50519.52
50521,BNtm,50520.62
50522,Jgtk,50521.5
50523,aAUA,50522.6
50524,YRvQ,50523.54
50525,vVvE,50524.74
50526,XaXs,50525.37
50527,ZwoU,50526.32
50528,YkrS,50527.71
50529,aNJf,50528.79
